"dpmc","cpmc","cpjg","cpxl","splj","cppj"
"波导七星级专卖店","BIRD/波导 A8","¥139.00","该款月成交 7268笔","https://detail.tmall.com/item.htm?id=563667686870&skuId=3718854455906&user_id=2044847859&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"东旭日泰数码专营店","创星（手机） R11双镜面迷你时尚个性小手机","¥198.00","该款月成交 3316笔","https://detail.tmall.com/item.htm?id=561201342966&skuId=3682300327406&user_id=1127031042&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"创于佳讯数码专营店","纽曼 C9三防手机超长待机军工电信老人机","¥189.00","该款月成交 3354笔","https://detail.tmall.com/item.htm?id=535782571872&skuId=3244061232077&user_id=1707225666&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"卓瓦数码专营店","Coolpad/酷派 5267骁龙四核处理器全网通4G","¥298.00","该款月成交 1345笔","https://detail.tmall.com/item.htm?id=562503178853&skuId=3699897527086&user_id=686947088&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"优思旗舰店","UniscopE/优思 US8大声音大字体大按键移动联通版","¥79.00","该款月成交 2099笔","https://detail.tmall.com/item.htm?id=561194638716&skuId=3518156933108&user_id=1084116057&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"誉品旗舰店","YEPEN/誉品 Y550超薄老人手机手电筒大字体座充","¥79.00","该款月成交 4697笔","https://detail.tmall.com/item.htm?id=547369739515&skuId=3478338159332&user_id=1850245027&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"守护宝旗舰店","守护宝 上海中兴L580","¥169.00","该款月成交 2282笔","https://detail.tmall.com/item.htm?id=554544234178&skuId=3581135207233&user_id=3328381361&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"维佳数码专营店","守护宝 上海中兴L518","¥198.00","该款月成交 1489笔","https://detail.tmall.com/item.htm?id=559908313521&skuId=3495246925941&user_id=526026351&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"长虹手机旗舰店","Changhong/长虹 L1三防手机  超大音量  超长待机","¥179.00","该款月成交 1982笔","https://detail.tmall.com/item.htm?id=557934117910&skuId=3463453512758&user_id=3406774303&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"誉品旗舰店","YEPEN/誉品 I7S全网通 时尚外观 极速运行","¥399.00","该款月成交 4772笔","https://detail.tmall.com/item.htm?id=544304978606&skuId=3279170000285&user_id=1850245027&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"小淘器数码专营店","Nokia/诺基亚 230 DS经典直板 金属机身 双卡双待","¥399.00","该款月成交 1960笔","https://detail.tmall.com/item.htm?id=525995504085&skuId=3131080977366&user_id=1684634320&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"阳春白雪数码专营店","UniscopE/优思 US88T双卡双待老人机 大喇叭 大音量","¥89.00","该款月成交 3635笔","https://detail.tmall.com/item.htm?id=550921185506&skuId=3592206267729&user_id=1882740822&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"青柠时代数码专营店","UniscopE/优思 US99双屏翻盖 大声音大字体大按键","¥139.00","该款月成交 4800笔","https://detail.tmall.com/item.htm?id=529138118247&skuId=3584285022716&user_id=1969211639&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"进隆数码专营店","OUKI/欧奇 OK520","¥388.00","该款月成交 997笔","https://detail.tmall.com/item.htm?id=562779872462&skuId=3548161529008&user_id=908237986&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"华为官方旗舰店","Huawei/华为 Mate 9 Pro 4GB+64GB麒麟960芯片徕卡双镜头双曲面屏","¥4399.00","该款月成交 680笔","https://detail.tmall.com/item.htm?id=542661106645&skuId=3597151526215&user_id=2838892713&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"华为官方旗舰店","Huawei/华为 Mate 9 Pro 6GB+128GB麒麟960芯片徕卡双镜头双曲面屏","¥4899.00","该款月成交 941笔","https://detail.tmall.com/item.htm?id=542635940047&skuId=3432735041507&user_id=2838892713&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"苏宁易购官方旗舰店","vivo y665.5英寸大屏 美颜自拍","¥1198.00","该款月成交 5830笔","https://detail.tmall.com/item.htm?id=543143391075&skuId=3431115814316&user_id=2616970884&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"苏宁易购官方旗舰店","Samsung/三星 Galaxy S7 SM-G93005.1吋 防尘防水 超强夜拍","¥2399.00","该款月成交 743笔","https://detail.tmall.com/item.htm?id=527854815006&skuId=3141935741794&user_id=2616970884&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"小米官方旗舰店","Xiaomi/小米 小米max26.44‘大屏 充电宝级电量","¥1399.00","该款月成交 1.3万笔","https://detail.tmall.com/item.htm?id=551744205393&skuId=3643774222867&user_id=1714128138&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"荣耀官方旗舰店","honor/荣耀 畅玩6A八核芯片 大内存","¥799.00","该款月成交 2.6万笔","https://detail.tmall.com/item.htm?id=553346591661&skuId=3430078797295&user_id=1114511827&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"荣耀官方旗舰店","honor/荣耀 荣耀9全网通标配2000万变焦双摄","¥2999.00","该款月成交 8325笔","https://detail.tmall.com/item.htm?id=552856804867&skuId=3729751191220&user_id=1114511827&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"三际数码官方旗舰店","honor/荣耀 荣耀8 4GB+64GB 全网通版双镜头 双2.5D玻璃","¥1599.01","该款月成交 1146笔","https://detail.tmall.com/item.htm?id=535459855631&skuId=3565373365952&user_id=268451883&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"三际数码官方旗舰店","Huawei/华为 nova 2 Plus前置暗光拍摄 智能美颜","¥2399.00","该款月成交 1632笔","https://detail.tmall.com/item.htm?id=551532857719&skuId=3732277834240&user_id=268451883&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"vivo官方旗舰店","vivo y67前置1600万柔光自拍 4GB大运存","¥1598.00","该款月成交 1754笔","https://detail.tmall.com/item.htm?id=539133784537&skuId=3221969964657&user_id=883737303&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"vivo官方旗舰店","vivo Y53","¥899.00","该款月成交 2916笔","https://detail.tmall.com/item.htm?id=552268359089&skuId=3381640429677&user_id=883737303&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"小米官方旗舰店","Xiaomi/小米 红米4 A5""高清屏 3120mAh电池 13MP相机","¥549.00","该款月成交 972笔","https://detail.tmall.com/item.htm?id=541668183257&skuId=3252751224142&user_id=1714128138&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"魅族官方旗舰店","Meizu/魅族 魅蓝A5轻巧双待长续航","¥599.00","该款月成交 1.1万笔","https://detail.tmall.com/item.htm?id=555051668249&skuId=3597374826559&user_id=1695308781&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"魅族官方旗舰店","Meizu/魅族 魅蓝E2全网通5.5英寸全高清屏","¥899.00","该款月成交 351笔","https://detail.tmall.com/item.htm?id=550435584861&skuId=3355598485808&user_id=1695308781&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"君问数码官方旗舰店","nubia/努比亚 M2畅玩版金属机身高通八核","¥799.00","该款月成交 660笔","https://detail.tmall.com/item.htm?id=559764204396&skuId=3494367297163&user_id=1115488308&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"君问数码官方旗舰店","SMARTISAN/锤子 坚果Pro 32GB版双摄1300W 双面玻璃 新系统3.5","¥1219.00","该款月成交 190笔","https://detail.tmall.com/item.htm?id=550468454966&skuId=3354918257257&user_id=1115488308&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"金立手机旗舰店","Gionee/金立 F106","¥899.00","该款月成交 95笔","https://detail.tmall.com/item.htm?id=544515120790&skuId=3445700110242&user_id=720912157&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"金立手机旗舰店","Gionee/金立 金钢2大电池","¥1299.00","该款月成交 61笔","https://detail.tmall.com/item.htm?id=543828207829&skuId=3406474072142&user_id=720912157&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"岸越数码专营店","Xiaomi/小米 红米Pro 高配版双摄十核旗舰手机","¥999.00","该款月成交 81笔","https://detail.tmall.com/item.htm?id=563727357877&skuId=3555020853570&user_id=872196368&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"旭翼数码专营店","Huawei/华为 P9 4GB+64GB徕卡双摄像头 大光圈拍照模式","¥2298.00","该款月成交 43笔","https://detail.tmall.com/item.htm?id=555655619121&skuId=3594900970803&user_id=682299517&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"晋商兆睿数码专营店","Meizu/魅族 魅蓝52.5D玻璃屏/正面指纹长续航","¥538.00","该款月成交 220笔","https://detail.tmall.com/item.htm?id=544795615501&skuId=3447444366178&user_id=1124960044&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"努比亚官方旗舰店","nubia/努比亚 Z11 6GB版6+64GB大内存，单反级摄影系统","¥2199.00","该款月成交 27笔","https://detail.tmall.com/item.htm?id=543442504734&skuId=3434550718120&user_id=1677335387&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"晋商兆睿数码专营店","ZTE/中兴 BV0710T侧边指纹识别","¥695.00","该款月成交 134笔","https://detail.tmall.com/item.htm?id=542577837826&skuId=3514138760963&user_id=1124960044&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"岸越数码专营店","Xiaomi/小米 小米手机4c骁龙808 全网通2.0 双卡双待","¥599.00","该款月成交 93笔","https://detail.tmall.com/item.htm?id=564037435823&skuId=3556499356483&user_id=872196368&cat_id=2&is_b=1&rn=f0643e0e8dfed6a46dbdc60dc669d5a3",
"努比亚官方旗舰店","nubia/努比亚 Z17畅享版无边框设计 1300万双摄","¥2499.00","该款月成交 69笔","https://detail.tmall.com/item.htm?id=557745645727&skuId=3460606884355&user_id=1677335387&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"博海宇通数码专营店","Huawei/华为 G9青春版""高清屏幕 护眼模式 出色摄像  ""","¥759.00","该款月成交 59笔","https://detail.tmall.com/item.htm?id=544765117999&skuId=3283499897655&user_id=1963544026&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"华飞数码专营店","honor/荣耀 畅玩5C全网通高配版全网通3G+32G/千元旗舰/待机21天","¥899.00","该款月成交 40笔","https://detail.tmall.com/item.htm?id=556864121958&skuId=3449082637096&user_id=1657780380&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"京合旗舰店","Nokia/诺基亚 105超长待机，轻巧便捷，经久耐用。","¥259.00","该款月成交 1902笔","https://detail.tmall.com/item.htm?id=523770098219&skuId=3116588033280&user_id=2088045547&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"京合旗舰店","Nokia/诺基亚 新130","¥179.00","该款月成交 3130笔","https://detail.tmall.com/item.htm?id=558097836616&skuId=3632811470757&user_id=2088045547&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"哥小哥数码专营店","K-Touch/天语 T3超长待机充电宝功能三防老人手机","¥138.00","该款月成交 2460笔","https://detail.tmall.com/item.htm?id=559604139629&skuId=3488374857865&user_id=2057696757&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"盛世网通数码专营店","Coolpad/酷派 8737","¥299.00","该款月成交 1323笔","https://detail.tmall.com/item.htm?id=556014747549&skuId=3558329521896&user_id=1904071644&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"蒙帝鸿运数码专营店","K-Touch/天语 T5","¥169.00","该款月成交 4583笔","https://detail.tmall.com/item.htm?id=541622992461&skuId=3419656510522&user_id=435646351&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"360手机旗舰店","360 360手机F5移动版前置指纹 2.5D弧面玻璃 高颜值","¥379.00","该款月成交 339笔","https://detail.tmall.com/item.htm?id=560699468554&skuId=3508983401186&user_id=2067447407&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"小淘器数码专营店","Philips/飞利浦 E105","¥99.00","该款月成交 2177笔","https://detail.tmall.com/item.htm?id=543237446802&skuId=3268242428930&user_id=1684634320&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"长虹佳音专卖店","Changhong/长虹 L3大字体大按键，大音量音质好","¥168.00","该款月成交 2532笔","https://detail.tmall.com/item.htm?id=557450779552&skuId=3620209214524&user_id=1661629361&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"创佰亿数码专营店","BIRD/波导 A550","¥118.00","该款月成交 2929笔","https://detail.tmall.com/item.htm?id=554825612340&skuId=3585781718272&user_id=1904056858&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"四知轩数码专营","纽曼 F518电信翻盖亲情拨号收音机","¥198.00","该款月成交 2475笔","https://detail.tmall.com/item.htm?id=558971592084&skuId=3646212878584&user_id=708680086&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"优机汇数码专营店","UniscopE/优思 U W2014D小清新多彩翻盖功能机","¥129.00","该款月成交 2981笔","https://detail.tmall.com/item.htm?id=543927248728&skuId=3275231484006&user_id=1772092393&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"卖动数码专营店","Philips/飞利浦 E133x","¥238.00","该款月成交 1878笔","https://detail.tmall.com/item.htm?id=562541694466&skuId=3534927093199&user_id=734084859&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"金辉天成数码专营店","小辣椒 H1","¥79.00","该款月成交 1424笔","https://detail.tmall.com/item.htm?id=558712315604&skuId=3535342921736&user_id=1723536412&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"天中和数码专营店","守护宝 上海中兴N1","¥139.00","该款月成交 3081笔","https://detail.tmall.com/item.htm?id=560025806686&skuId=3661506815626&user_id=1819975686&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"鼎峰数码专营店","纽曼 F6","¥168.00","该款月成交 2254笔","https://detail.tmall.com/item.htm?id=561151145001&skuId=3679055210588&user_id=755109828&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"21克旗舰店","21KE C1简单易用系统  大字大声 无吸费暗扣软件","¥138.00","该款月成交 2575笔","https://detail.tmall.com/item.htm?id=539727673669&skuId=3234979613123&user_id=1956317368&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"百吉利数码专营店","索爱 SA-Z86一键拨号 移动联通 时尚翻盖手机","¥289.00","该款月成交 994笔","https://detail.tmall.com/item.htm?id=549972282827&skuId=3512228835935&user_id=656571488&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"小辣椒旗舰店","小辣椒 红辣椒任性版Plus","¥439.00","该款月成交 662笔","https://detail.tmall.com/item.htm?id=558040424033&skuId=3479675892308&user_id=2011807058&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"天探共业数码专营店","K-Touch/天语 Q1","¥189.00","该款月成交 774笔","https://detail.tmall.com/item.htm?id=563680527234&skuId=3556401960033&user_id=1829626429&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"小辣椒科技专卖店","小辣椒 任性版PLUS","¥439.00","该款月成交 591笔","https://detail.tmall.com/item.htm?id=564193750261&skuId=3727328547073&user_id=3310352257&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"锦万数码专营","YEPEN/誉品 N2提前加购有惊喜","¥258.00","该款月成交 2757笔","https://detail.tmall.com/item.htm?id=560999341489&skuId=3685682251146&user_id=746181913&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"鼎峰数码专营店","纽曼 F516双屏翻盖语音王大屏大字大声音","¥188.00","该款月成交 2057笔","https://detail.tmall.com/item.htm?id=560170756409&skuId=3666269715149&user_id=755109828&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"图腾数码专营店","纽曼 C3602.4英寸高清大屏大电池拍照","¥138.00","该款月成交 1027笔","https://detail.tmall.com/item.htm?id=528955213917&skuId=3402207412971&user_id=648724239&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"硕王旗舰店","硕王 S8","¥99.00","该款月成交 1565笔","https://detail.tmall.com/item.htm?id=559569425061&skuId=3499341796690&user_id=714433559&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"agm手机旗舰店","AGM(手机) M2全网通 1.5米防水 防摔","¥399.00","该款月成交 532笔","https://detail.tmall.com/item.htm?id=554891140492&skuId=3627724567090&user_id=3350574230&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"天语官方旗舰店","K-Touch/天语 X71大字大声直板按键老年机超长待机","¥89.00","该款月成交 1517笔","https://detail.tmall.com/item.htm?id=547176324501&skuId=3670082715307&user_id=519433048&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"天人数码专营店","纽曼 X6支持手电筒、持久待机","¥69.00","该款月成交 2090笔","https://detail.tmall.com/item.htm?id=554512047796&skuId=3579490154180&user_id=259992455&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"博海宇通数码专营店","小辣椒 红辣椒GM-Q5","¥349.00","该款月成交 282笔","https://detail.tmall.com/item.htm?id=539328264447&skuId=3478348201190&user_id=1963544026&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"优源数码专营店","Philips/飞利浦 E183A","¥199.00","该款月成交 735笔","https://detail.tmall.com/item.htm?id=561335878184&skuId=3515072712915&user_id=1740729405&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"图腾数码专营店","纽曼 C5加长待机 品牌电信老人手机","¥115.00","该款月成交 1688笔","https://detail.tmall.com/item.htm?id=536689069969&skuId=3202866111352&user_id=648724239&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"飞利浦手机官方旗舰店","Philips/飞利浦 E103双卡双待超长待机防尘键盘大声音","¥99.00","该款月成交 1391笔","https://detail.tmall.com/item.htm?id=520925405668&skuId=3214451710696&user_id=2277704621&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"佳宁数码专营店","小辣椒 G2","¥89.00","该款月成交 3308笔","https://detail.tmall.com/item.htm?id=564223372924&skuId=3730971099407&user_id=369979583&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"炜广天成数码专营店","YEPEN/誉品 Y580双手电筒 超长待机 充电宝功能","¥96.00","该款月成交 2536笔","https://detail.tmall.com/item.htm?id=544824477422&skuId=3546732782887&user_id=281069339&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"慕尚年华数码专营店","创星（手机） F9翻盖接听 2.8英寸双屏 时尚精致","¥199.00","该款月成交 1183笔","https://detail.tmall.com/item.htm?id=561264851573&skuId=3678734290226&user_id=2080231551&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"尼凯恩旗舰店","Neken/尼凯恩 EN5","¥79.00","该款月成交 1734笔","https://detail.tmall.com/item.htm?id=548186914336&skuId=3489037411876&user_id=1793270189&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"爱要美数码专营店","Philips/飞利浦 E160飞利浦E160 双卡双待 超长待机","¥168.00","该款月成交 909笔","https://detail.tmall.com/item.htm?id=560029762099&skuId=3496168061732&user_id=1705515869&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"长虹佳音专卖店","Changhong/长虹 C01","¥387.00","该款月成交 518笔","https://detail.tmall.com/item.htm?id=556315887776&skuId=3439782357459&user_id=1661629361&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"宜安数码专营店","Changhong/长虹 Ga568超长待机","¥398.00","该款月成交 560笔","https://detail.tmall.com/item.htm?id=538775689801&skuId=3217939871720&user_id=580934089&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"琪讯达数码专营店","索爱 sa-z8隐形外屏 钢琴烤漆材质 电信","¥289.00","该款月成交 1241笔","https://detail.tmall.com/item.htm?id=543672862452&skuId=3272454136399&user_id=1661872109&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"家友数码通讯专营店","DOOV/朵唯 V11移动联通双4G 可拆卸电池 双卡双待","¥287.00","该款月成交 420笔","https://detail.tmall.com/item.htm?id=556037801834&skuId=3716452579991&user_id=179181787&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"zte中兴君可安专卖店","ZTE/中兴 L588双屏 大字体大声音","¥188.00","该款月成交 255笔","https://detail.tmall.com/item.htm?id=521812035115&skuId=3108506885753&user_id=2426986206&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"尼凯恩旗舰店","Neken/尼凯恩 EN8C电信老人手机 电信老年手机","¥99.00","该款月成交 630笔","https://detail.tmall.com/item.htm?id=531981968843&skuId=3172574147344&user_id=1793270189&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"小辣椒旗舰店","小辣椒 G101大屏大字;超长待机","¥208.00","该款月成交 410笔","https://detail.tmall.com/item.htm?id=548122260316&skuId=3569035962072&user_id=2011807058&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"波导七星级专卖店","BIRD/波导 A560","¥188.00","该款月成交 1079笔","https://detail.tmall.com/item.htm?id=562803922393&skuId=3539441777954&user_id=2044847859&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"卓瓦数码专营店","广信 ef33智能安卓按键手机 双卡双待","¥349.00","该款月成交 304笔","https://detail.tmall.com/item.htm?id=559200177338&skuId=3649080711123&user_id=686947088&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"致诚信达数码专营店","Philips/飞利浦 E255高品质 商务 翻盖老人手机","¥268.00","该款月成交 617笔","https://detail.tmall.com/item.htm?id=557869991713&skuId=3460811664617&user_id=1956274309&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"优源数码专营店","Philips/飞利浦 E316","¥199.00","该款月成交 736笔","https://detail.tmall.com/item.htm?id=560156322638&skuId=3498178797890&user_id=1740729405&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"桑联数码专营店","Coolpad/酷派 v66酷派新品 三年保修","¥218.00","该款月成交 732笔","https://detail.tmall.com/item.htm?id=561587471306&skuId=3518642665378&user_id=1601889811&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"晋商数码专营店","ZTE/中兴 S158移动4G 按键+触摸 智能老人手机","¥198.00","该款月成交 506笔","https://detail.tmall.com/item.htm?id=536335402640&skuId=3201703312093&user_id=210910611&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"酷派官方旗舰店","Coolpad/酷派 B770S移动4G手机","¥439.00","该款月成交 286笔","https://detail.tmall.com/item.htm?id=556777989890&skuId=3612350278760&user_id=2815133273&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"瑞德达数码专营店","Changhong/长虹 GA888超长待机 老人手机触屏 移动联通","¥198.00","该款月成交 1316笔","https://detail.tmall.com/item.htm?id=563918176679&skuId=3559881857786&user_id=1764632693&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"创佰亿数码专营店","BIRD/波导 A5103D大喇叭 超长待机 大字大按键","¥95.00","该款月成交 1124笔","https://detail.tmall.com/item.htm?id=554134500292&skuId=3576494355116&user_id=1904056858&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"创于佳讯数码专营店","纽曼 L9三防机 防震防摔防尘","¥258.00","该款月成交 346笔","https://detail.tmall.com/item.htm?id=560866696550&skuId=3512097116282&user_id=1707225666&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"华为官方旗舰店","Huawei/华为 畅享7s18:9全面屏后置双镜头","¥1699.00","该款月成交 2.6万笔","https://detail.tmall.com/item.htm?id=562798601815&skuId=3705137862003&user_id=2838892713&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"华为官方旗舰店","Huawei/华为 麦芒65.9寸全面屏 出彩四镜头","¥2199.00","该款月成交 7657笔","https://detail.tmall.com/item.htm?id=558760588039&skuId=3477531996347&user_id=2838892713&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"苏宁易购官方旗舰店","Meitu/美图 T8智能美颜、拍照手机","¥3099.00","该款月成交 2800笔","https://detail.tmall.com/item.htm?id=546003758059&skuId=3297292812457&user_id=2616970884&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"苏宁易购官方旗舰店","Meitu/美图 T8s美颜自拍、电影级虚化","¥4099.00","该款月成交 5250笔","https://detail.tmall.com/item.htm?id=558902761796&skuId=3643759946387&user_id=2616970884&cat_id=2&is_b=1&rn=3ca70fa342c7ffb0b5db86d0480160d7",
"荣耀官方旗舰店","honor/荣耀 荣耀Magic人工智能 超级快充 八曲面屏","¥3699.00","该款月成交 1750笔","https://detail.tmall.com/item.htm?id=542898598964&skuId=3316866305243&user_id=1114511827&cat_id=2&is_b=1&rn=09509abad99a334064ada189e193d0dd",
"三际数码官方旗舰店","honor/荣耀 荣耀V9 play全网通金属机身 八核芯片","¥849.00","该款月成交 6718笔","https://detail.tmall.com/item.htm?id=558300359155&skuId=3738025839538&user_id=268451883&cat_id=2&is_b=1&rn=09509abad99a334064ada189e193d0dd",
"荣耀官方旗舰店","honor/荣耀 畅玩6","¥599.00","该款月成交 1.6万笔","https://detail.tmall.com/item.htm?id=557901899994&skuId=3522361364982&user_id=1114511827&cat_id=2&is_b=1&rn=09509abad99a334064ada189e193d0dd",
"三际数码官方旗舰店","Huawei/华为 麦芒5 全网通1600万像素 光学防抖","¥1479.00","该款月成交 1541笔","https://detail.tmall.com/item.htm?id=536540509786&skuId=3708311446773&user_id=268451883&cat_id=2&is_b=1&rn=09509abad99a334064ada189e193d0dd",
